2011 super output area - lower layer,mnemonic,Date,Gender,All Ages,Age 0,Age 1,Age 2,Age 3,Age 4,Aged 5-9,Aged 10-14,Aged 15-19,Aged 20-24,Aged 25-29,Aged 30-34,Aged 35-39,Aged 40-44,Aged 45-49,Aged 50-54,Aged 55-59,Aged 60-64,Aged 65-69,Aged 70-74,Aged 75-79,Aged 80-84,Age 85,Age 86,Age 87,Age 88,Age 89,Aged 90+
North Hertfordshire 011D,E01023620,2018,Female,685,7,7,12,6,9,49,46,52,30,18,34,56,44,63,55,47,38,29,18,21,21,4,2,3,2,2,10
North Hertfordshire 011E,E01023621,2018,Female,694,7,9,8,12,16,47,32,41,27,39,39,64,58,57,37,58,44,26,31,17,16,2,1,0,0,0,6
North Hertfordshire 012A,E01023611,2018,Female,915,11,15,15,15,9,61,48,54,54,55,62,71,45,55,88,75,40,24,27,26,38,5,6,2,2,4,8
North Hertfordshire 012B,E01023612,2018,Female,938,11,15,9,14,11,72,65,33,34,52,61,74,68,79,80,46,46,45,43,36,16,4,2,6,5,1,10
North Hertfordshire 012C,E01023613,2018,Female,847,10,10,9,15,10,55,42,40,53,84,61,55,50,60,60,53,37,51,23,24,18,0,1,7,5,3,11
North Hertfordshire 012D,E01023614,2018,Female,1028,12,8,8,11,8,60,72,28,35,39,56,70,53,76,96,74,73,69,73,52,35,1,4,3,4,2,6
North Hertfordshire 012E,E01023615,2018,Female,996,5,3,8,11,19,61,53,24,35,16,18,35,96,52,82,61,52,67,58,35,71,8,11,13,16,12,74
North Hertfordshire 012F,E01023616,2018,Female,1290,13,15,11,7,14,58,55,49,52,115,104,110,72,97,72,48,54,46,67,47,65,14,22,12,12,10,49
North Hertfordshire 013A,E01023606,2018,Female,909,18,10,17,15,11,73,48,41,52,53,69,63,68,75,54,57,39,35,37,30,20,5,4,4,1,2,8
North Hertfordshire 013B,E01023607,2018,Female,776,6,9,8,10,9,46,58,53,30,21,49,60,60,63,68,37,31,35,35,29,34,3,2,3,5,3,9
North Hertfordshire 013C,E01023608,2018,Female,808,5,10,6,6,6,48,52,38,27,28,23,58,62,62,67,46,53,47,48,51,40,5,4,2,4,2,8
North Hertfordshire 013D,E01023609,2018,Female,857,9,9,6,14,18,52,46,43,25,55,67,76,62,68,53,50,37,31,30,39,29,6,5,4,3,4,16
North Hertfordshire 013E,E01023610,2018,Female,716,9,3,9,11,10,73,53,31,20,17,36,65,68,58,52,43,43,34,30,11,14,7,5,2,5,1,6
North Hertfordshire 014A,E01023594,2018,Female,1158,10,5,4,6,12,69,53,53,44,34,43,92,69,90,98,81,102,85,63,49,33,15,8,8,9,11,12
North Hertfordshire 014B,E01023622,2018,Female,591,2,2,4,4,5,39,29,38,15,24,28,46,42,54,44,44,38,31,26,16,24,4,2,4,1,2,23
North Hertfordshire 014C,E01023623,2018,Female,750,2,6,5,6,3,38,48,40,11,15,24,42,46,59,78,58,48,58,55,53,22,6,6,10,3,3,5
North Hertfordshire 014D,E01023624,2018,Female,735,12,9,7,6,8,57,54,37,22,35,44,46,45,46,82,50,43,45,28,21,21,4,2,3,0,2,6
North Hertfordshire 014E,E01023625,2018,Female,565,8,8,2,8,7,19,41,66,23,14,17,18,35,37,67,42,31,29,47,20,12,3,4,2,1,1,3
North Hertfordshire 014F,E01023653,2018,Female,1199,11,12,7,16,9,68,83,96,46,36,54,71,65,104,110,95,67,69,70,52,33,2,6,1,2,0,14
North Hertfordshire 015A,E01023595,2018,Female,826,9,13,8,7,10,47,36,43,49,42,37,53,53,46,63,55,58,47,62,28,30,6,1,5,1,0,17
North Hertfordshire 015B,E01023596,2018,Female,556,7,6,5,6,5,20,19,16,25,24,30,28,35,41,44,52,33,41,33,27,33,3,4,7,3,2,7
North Hertfordshire 015C,E01023626,2018,Female,1111,6,17,13,12,20,64,79,68,26,31,41,68,62,94,100,98,73,71,93,41,27,1,1,1,1,0,3
North Hertfordshire 015D,E01023627,2018,Female,899,11,8,9,9,4,34,46,48,21,50,48,62,51,51,81,81,72,56,59,28,30,3,8,6,3,6,14
North Hertfordshire 015E,E01023628,2018,Female,928,17,12,17,14,12,58,52,45,34,70,64,59,81,58,61,62,57,48,49,21,22,3,3,1,2,2,4
North Hertfordshire 015F,E01023629,2018,Female,923,11,7,22,5,15,60,42,44,50,63,62,53,51,65,71,69,49,59,40,29,25,5,6,3,2,4,11
East Hertfordshire 001A,E01023462,2018,Female,653,9,3,3,5,5,38,49,31,15,26,28,24,47,48,71,71,47,55,32,17,15,0,1,1,1,2,9
East Hertfordshire 001B,E01023464,2018,Female,1638,21,20,20,22,22,118,109,105,52,83,109,111,101,103,134,90,89,72,125,57,28,7,7,3,3,7,20
East Hertfordshire 001C,E01023465,2018,Female,748,3,7,12,7,6,41,38,39,37,24,23,38,57,61,72,56,51,58,43,29,24,0,2,2,1,1,16
East Hertfordshire 001D,E01023466,2018,Female,1060,8,6,15,17,18,53,57,44,42,74,54,59,50,95,70,75,50,57,74,42,42,2,9,6,8,10,23
East Hertfordshire 002A,E01023467,2018,Female,1216,11,5,10,9,12,61,73,65,49,29,34,84,52,116,104,91,81,80,92,69,42,10,9,6,7,2,13
East Hertfordshire 002B,E01023494,2018,Female,725,7,12,5,8,9,58,41,33,47,37,24,36,38,62,44,66,41,43,46,28,19,6,1,3,2,3,6
East Hertfordshire 002C,E01023495,2018,Female,601,3,2,5,4,4,31,42,36,15,12,18,40,38,59,53,60,47,47,28,23,21,2,1,2,0,1,7
East Hertfordshire 002D,E01023508,2018,Female,845,8,9,9,15,8,54,64,45,25,34,43,50,63,54,92,70,45,62,38,22,19,1,2,4,1,0,8
East Hertfordshire 002E,E01023509,2018,Female,737,17,7,15,5,9,52,36,25,45,26,53,47,58,49,61,65,42,30,38,21,25,2,2,1,1,1,4
East Hertfordshire 003A,E01023452,2018,Female,693,8,8,6,9,5,38,61,51,22,21,31,43,48,57,97,63,36,29,31,12,15,0,1,0,0,0,1
East Hertfordshire 003B,E01023453,2018,Female,824,4,4,5,6,9,59,64,70,41,33,29,40,58,66,91,68,55,22,31,21,26,2,6,3,3,3,5
East Hertfordshire 003C,E01023454,2018,Female,668,7,9,6,8,11,34,45,33,24,32,33,46,43,50,62,65,46,35,39,23,12,1,1,2,0,0,1
East Hertfordshire 003D,E01023455,2018,Female,699,3,4,7,3,6,36,51,36,23,24,40,46,43,58,62,47,34,38,44,17,21,5,0,9,7,7,28
East Hertfordshire 003E,E01023463,2018,Female,611,1,3,7,4,2,23,37,25,22,9,18,28,42,55,64,53,59,43,43,29,20,5,5,3,2,0,9
East Hertfordshire 003F,E01023493,2018,Female,1229,8,9,12,8,12,71,85,67,33,35,51,66,87,122,135,110,77,72,60,51,40,3,3,5,1,1,5
East Hertfordshire 004A,E01023449,2018,Female,959,11,9,8,12,10,66,57,50,38,65,39,58,76,80,77,63,49,41,57,26,35,4,8,3,2,3,12
East Hertfordshire 004B,E01023450,2018,Female,1172,13,21,14,5,20,43,43,48,84,138,129,84,68,74,52,77,47,57,29,39,41,6,6,10,5,3,16
East Hertfordshire 004C,E01023451,2018,Female,1210,11,12,7,14,12,68,82,41,61,46,64,64,85,101,81,79,58,65,60,52,69,16,11,7,16,5,23
East Hertfordshire 005A,E01023438,2018,Female,793,6,12,10,11,6,42,70,52,43,56,41,59,74,59,48,56,32,36,24,20,19,4,3,2,1,3,4
East Hertfordshire 005B,E01023439,2018,Female,734,6,14,10,12,6,45,62,38,33,22,51,51,61,59,56,32,32,32,47,28,22,6,0,3,0,0,6
East Hertfordshire 005C,E01023440,2018,Female,917,8,6,10,12,6,46,67,70,31,43,25,51,58,76,52,66,52,61,57,44,43,8,3,6,4,5,7
East Hertfordshire 005D,E01023441,2018,Female,873,8,6,5,13,3,46,119,161,38,38,50,60,56,58,62,34,14,24,23,19,6,4,2,3,4,3,14
East Hertfordshire 005E,E01023442,2018,Female,1223,9,10,11,16,10,83,96,81,60,101,95,85,92,108,86,86,46,39,40,25,24,5,3,0,2,2,8
East Hertfordshire 006A,E01023498,2018,Female,1393,15,17,13,17,13,96,87,72,45,72,82,94,86,121,117,100,79,70,82,45,35,4,7,2,5,2,15
East Hertfordshire 006B,E01023506,2018,Female,802,2,7,2,6,3,68,53,57,25,37,39,40,70,59,59,67,42,40,45,39,21,2,2,2,8,0,7
East Hertfordshire 006C,E01023507,2018,Female,869,10,6,10,7,9,54,69,66,19,36,54,56,49,59,70,69,47,50,51,36,20,5,3,2,3,4,5
East Hertfordshire 007A,E01023443,2018,Female,761,7,2,7,5,5,37,44,44,40,40,45,45,62,60,55,67,49,36,36,21,24,4,3,5,3,6,9
East Hertfordshire 007B,E01023444,2018,Female,878,11,11,10,9,12,44,58,44,51,68,74,92,76,63,69,48,33,30,23,19,20,0,3,3,0,0,7
East Hertfordshire 007C,E01023445,2018,Female,974,15,9,9,6,7,82,49,48,63,57,47,75,67,90,59,58,43,41,47,27,31,5,7,5,8,4,15
East Hertfordshire 007D,E01023446,2018,Female,1363,19,16,21,14,13,74,44,42,98,158,154,143,87,67,72,76,49,50,51,31,40,8,5,5,7,5,14
East Hertfordshire 007E,E01023447,2018,Female,728,9,9,12,5,17,61,59,24,33,42,65,47,50,69,44,46,39,30,23,21,9,1,1,4,3,1,4
East Hertfordshire 007F,E01023448,2018,Female,951,11,15,10,13,11,68,82,51,35,35,49,71,89,99,97,77,34,40,13,24,12,2,4,4,3,1,1
East Hertfordshire 008A,E01023456,2018,Female,720,9,4,8,8,11,44,62,47,22,22,42,55,56,63,64,63,49,17,35,15,13,2,0,2,3,2,2
East Hertfordshire 008B,E01023457,2018,Female,789,10,9,13,10,11,51,33,44,33,56,53,63,56,66,65,42,33,34,45,15,21,5,8,2,0,4,7
East Hertfordshire 008C,E01023458,2018,Female,681,6,5,11,10,6,64,32,45,22,36,37,43,63,65,49,57,30,23,27,15,21,0,2,0,1,0,11
East Hertfordshire 008D,E01023459,2018,Female,678,3,5,10,5,6,33,37,35,27,30,31,33,46,54,68,62,46,36,33,28,24,2,4,0,1,0,19
East Hertfordshire 008E,E01023460,2018,Female,687,3,5,6,9,9,43,49,57,35,22,21,38,55,90,66,42,20,32,25,34,14,1,2,1,0,0,8
East Hertfordshire 008F,E01023461,2018,Female,764,4,3,3,4,6,71,79,74,36,22,11,43,67,75,93,62,39,17,27,9,11,3,1,2,1,0,1
East Hertfordshire 009A,E01023491,2018,Female,688,4,6,3,3,12,33,57,33,29,10,36,51,52,61,61,54,55,22,48,22,12,5,7,5,0,4,3
East Hertfordshire 009B,E01023492,2018,Female,1017,15,11,21,12,13,66,44,43,28,54,78,85,73,65,80,82,60,49,49,26,24,7,3,3,5,2,19
East Hertfordshire 009C,E01023496,2018,Female,694,2,5,4,4,7,44,34,51,36,24,29,51,61,43,50,44,55,43,36,23,22,3,6,3,4,3,7
East Hertfordshire 009D,E01023497,2018,Female,850,3,6,4,7,12,51,40,42,32,36,39,49,60,53,77,75,50,43,51,42,41,6,6,3,3,1,18
East Hertfordshire 010A,E01023485,2018,Female,1167,9,13,14,11,15,60,73,45,42,56,45,54,83,83,96,104,109,76,69,50,42,1,3,4,2,2,6
East Hertfordshire 010B,E01023486,2018,Female,1350,13,4,10,9,19,81,86,58,60,44,58,65,87,109,143,113,83,107,81,45,32,11,9,0,5,4,14
East Hertfordshire 010E,E01033609,2018,Female,1388,13,14,18,24,16,81,77,64,60,54,102,111,96,108,111,71,88,79,77,61,32,8,3,3,3,1,13
East Hertfordshire 011A,E01023499,2018,Female,1095,15,11,18,10,17,71,65,65,42,57,67,98,86,66,89,81,48,48,48,36,24,4,6,7,3,4,9
East Hertfordshire 011B,E01023500,2018,Female,884,4,9,2,6,10,50,49,45,40,29,19,44,44,73,70,81,63,67,66,49,29,9,10,2,3,1,10
East Hertfordshire 011C,E01023501,2018,Female,817,7,9,9,5,9,43,47,46,30,27,37,56,49,69,68,54,70,45,45,41,34,1,3,4,3,1,5
East Hertfordshire 011D,E01023502,2018,Female,949,9,6,11,7,11,80,52,42,38,51,46,81,76,70,82,75,49,36,44,45,26,1,1,2,2,0,6
East Hertfordshire 011E,E01023503,2018,Female,850,6,9,7,9,9,44,36,34,29,44,47,48,59,60,59,50,59,59,68,49,32,4,3,3,2,3,18
East Hertfordshire 012A,E01023512,2018,Female,1095,15,23,14,17,21,62,48,62,45,71,109,84,85,80,86,70,36,47,51,25,22,3,7,0,4,1,7
East Hertfordshire 012B,E01023513,2018,Female,779,12,8,9,7,10,53,43,58,23,41,35,34,75,71,45,50,30,39,50,29,38,5,1,3,2,3,5
East Hertfordshire 012C,E01023514,2018,Female,1115,10,9,13,15,12,55,34,26,56,103,87,88,66,77,66,50,48,44,41,51,65,5,9,8,7,8,62
East Hertfordshire 012D,E01023518,2018,Female,1133,11,15,11,16,14,88,93,55,43,76,76,83,74,79,87,54,62,31,33,39,30,15,7,4,8,14,15
East Hertfordshire 012E,E01023519,2018,Female,951,6,7,15,9,17,58,67,37,44,47,69,85,81,74,66,73,43,35,30,23,18,5,9,6,5,2,20
East Hertfordshire 012F,E01023520,2018,Female,810,8,5,11,8,5,57,38,34,33,37,38,56,74,64,74,45,43,38,50,29,39,2,1,2,3,2,14
East Hertfordshire 013A,E01023510,2018,Female,844,8,12,6,9,7,48,71,43,30,33,50,54,49,61,76,75,36,44,33,19,24,7,7,6,4,7,25
East Hertfordshire 013B,E01023511,2018,Female,849,12,10,12,11,10,44,37,23,41,97,77,56,43,54,57,55,34,61,46,16,31,3,6,3,4,0,6
East Hertfordshire 013C,E01023515,2018,Female,820,4,6,15,12,7,37,46,36,37,87,61,56,54,69,60,67,43,44,41,18,11,3,0,0,2,0,4
East Hertfordshire 013D,E01023516,2018,Female,1021,6,8,4,9,7,39,50,49,43,71,53,47,64,103,78,93,85,68,60,31,30,7,5,4,4,2,1
East Hertfordshire 013E,E01023517,2018,Female,801,16,10,12,9,8,43,31,36,38,49,60,57,64,54,67,61,33,35,39,34,30,6,2,2,2,2,1
East Hertfordshire 014A,E01023470,2018,Female,987,19,14,16,15,9,58,37,23,40,79,89,84,69,60,69,70,52,34,29,38,35,5,4,4,4,3,28
East Hertfordshire 014B,E01023471,2018,Female,732,5,5,11,6,7,53,41,48,20,22,40,41,58,70,55,41,58,37,42,32,22,5,2,2,3,0,6
East Hertfordshire 014C,E01023472,2018,Female,728,7,10,9,14,3,48,35,38,27,41,47,56,54,57,56,41,32,45,31,26,24,4,1,3,3,3,13
East Hertfordshire 014D,E01023473,2018,Female,860,11,4,6,11,14,70,50,36,14,27,39,52,64,57,51,51,62,49,73,54,34,3,6,4,4,0,14
East Hertfordshire 014E,E01023474,2018,Female,815,9,12,22,11,14,54,49,50,20,33,40,68,58,80,59,42,48,30,35,35,16,8,1,5,3,3,10
East Hertfordshire 015A,E01023487,2018,Female,814,12,13,18,7,7,41,43,46,45,55,44,64,55,83,56,45,34,29,19,25,17,10,10,3,8,6,19
East Hertfordshire 015B,E01023488,2018,Female,763,11,16,15,9,10,55,58,21,33,47,70,69,51,48,50,44,32,34,13,11,24,5,5,6,6,4,16
East Hertfordshire 015C,E01023489,2018,Female,699,11,4,11,6,6,40,29,33,24,51,63,44,40,54,54,45,49,37,44,17,23,3,1,2,1,1,6
East Hertfordshire 015D,E01023490,2018,Female,635,6,6,7,6,5,46,62,29,30,18,27,50,51,53,77,38,29,30,24,24,5,4,1,1,0,1,5
East Hertfordshire 016A,E01023482,2018,Female,1034,9,8,9,19,12,72,87,63,44,64,59,85,94,104,105,69,39,30,30,18,11,1,0,0,0,0,2
East Hertfordshire 016B,E01023483,2018,Female,1256,25,21,17,20,17,71,69,77,41,100,104,94,97,91,108,82,51,54,49,24,22,2,7,0,3,0,10
East Hertfordshire 016C,E01023484,2018,Female,762,6,12,9,14,5,43,53,31,48,57,66,41,71,62,74,38,29,26,33,21,9,0,2,2,3,1,6
East Hertfordshire 017A,E01023475,2018,Female,749,9,6,11,10,13,41,52,38,28,36,49,67,61,57,44,45,42,45,42,26,13,2,4,2,1,2,3
East Hertfordshire 017B,E01023476,2018,Female,849,7,8,9,15,7,56,62,35,26,34,22,43,67,71,64,51,48,52,57,49,38,5,3,2,3,3,12
East Hertfordshire 017C,E01023477,2018,Female,1098,15,18,15,11,10,81,62,50,60,88,83,87,99,91,105,63,47,33,28,19,8,1,2,3,2,6,11
East Hertfordshire 017D,E01023478,2018,Female,1238,15,17,19,9,8,61,41,27,78,165,139,99,86,81,61,34,38,36,43,41,53,5,8,8,4,11,51
East Hertfordshire 017E,E01023479,2018,Female,821,17,19,12,17,12,43,26,20,42,45,75,86,69,48,75,46,52,40,23,31,17,2,0,1,0,1,2
East Hertfordshire 018A,E01023468,2018,Female,693,4,5,4,7,2,48,39,38,46,32,33,39,45,58,72,59,41,50,37,20,8,0,1,0,0,0,5
East Hertfordshire 018B,E01023469,2018,Female,767,4,7,10,4,9,33,58,29,27,36,37,48,56,81,56,55,55,47,55,25,11,3,4,4,1,5,7
East Hertfordshire 018C,E01023480,2018,Female,847,13,8,7,3,11,43,59,35,34,34,54,50,42,67,71,50,60,54,58,52,29,4,2,2,1,0,4
East Hertfordshire 018D,E01023481,2018,Female,908,5,13,14,9,7,40,76,205,37,38,52,37,59,40,59,61,37,31,32,28,11,2,1,1,1,3,9
East Hertfordshire 018E,E01023504,2018,Female,810,11,8,14,9,11,61,56,39,26,39,60,40,64,50,63,69,43,37,39,29,22,7,0,3,4,1,5
East Hertfordshire 018F,E01023505,2018,Female,842,12,6,8,6,8,58,32,31,26,56,61,59,59,58,67,58,53,56,38,30,19,1,3,2,1,4,30
St Albans 001A,E01023690,2019,Male,831,10,9,14,16,14,92,94,40,25,20,22,38,106,62,70,45,36,39,31,23,9,1,0,1,1,0,13
St Albans 001B,E01023691,2019,Male,776,2,1,4,4,15,90,77,76,22,11,12,26,60,81,66,63,42,34,37,16,17,3,3,1,3,4,6
St Albans 001C,E01023692,2019,Male,639,6,6,10,5,11,67,57,46,34,30,28,39,69,51,43,31,28,14,22,18,10,3,2,3,3,0,3
St Albans 001D,E01023693,2019,Male,734,6,6,5,8,12,48,75,52,42,49,36,34,55,51,70,53,30,33,25,17,17,4,2,2,0,0,2
St Albans 001E,E01023694,2019,Male,833,3,11,11,11,12,100,87,47,29,10,11,49,78,73,57,61,58,37,43,25,8,3,5,2,0,0,2
St Albans 002A,E01023685,2019,Male,831,13,13,16,14,19,82,104,52,22,17,32,70,66,87,57,41,40,29,21,12,11,2,2,1,1,0,7
St Albans 002B,E01023686,2019,Male,765,2,11,10,6,13,89,75,68,13,14,14,54,54,57,62,37,34,38,37,20,24,4,4,1,1,0,23
St Albans 002C,E01023687,2019,Male,746,8,10,10,15,16,86,61,50,28,35,43,44,45,69,53,48,33,29,16,16,18,3,2,2,4,1,1
St Albans 002D,E01023688,2019,Male,745,8,9,8,12,13,51,70,34,30,26,44,46,48,82,53,61,32,25,30,32,19,3,1,1,4,1,2
St Albans 002E,E01023689,2019,Male,767,5,6,2,10,8,79,98,80,47,20,14,26,75,42,66,59,30,43,22,13,13,2,0,2,1,1,3
St Albans 003A,E01023699,2019,Male,709,5,6,10,5,6,53,61,48,23,21,18,32,52,70,64,44,41,30,35,25,26,4,8,7,3,8,4
St Albans 003B,E01023700,2019,Male,676,5,6,5,5,8,65,65,55,30,7,8,29,44,44,82,51,48,32,21,23,22,2,3,4,2,1,9
St Albans 003C,E01023701,2019,Male,919,10,10,8,14,8,58,48,40,46,75,45,49,69,66,61,87,33,34,63,32,29,10,9,1,1,6,7
St Albans 003D,E01023702,2019,Male,870,16,15,13,13,18,75,101,36,27,40,48,59,83,89,62,56,20,19,28,21,15,5,3,1,4,0,3
St Albans 003E,E01023703,2019,Male,783,3,15,15,21,15,88,78,34,24,20,22,58,62,62,53,53,37,25,38,31,15,3,1,0,3,3,4
St Albans 004A,E01023746,2019,Male,735,5,14,11,17,12,87,75,36,21,20,40,50,43,60,49,39,31,35,34,24,10,10,3,6,0,0,3
St Albans 004B,E01023747,2019,Male,834,4,12,7,11,8,79,64,36,47,22,36,37,64,57,64,66,46,47,42,31,26,3,10,4,3,1,7
St Albans 004C,E01023748,2019,Male,671,4,1,4,2,4,43,55,40,21,14,5,20,36,46,54,60,56,38,50,44,40,5,5,7,6,2,9
St Albans 004D,E01023749,2019,Male,876,7,8,11,8,10,66,71,100,35,20,16,44,69,67,79,60,43,33,45,38,23,2,6,3,3,5,4
St Albans 005A,E01023695,2019,Male,765,7,6,15,15,18,61,52,47,23,17,21,45,57,55,46,78,41,38,42,35,25,4,5,3,3,0,6
St Albans 005B,E01023696,2019,Male,869,2,6,9,9,5,64,87,65,34,18,19,15,45,69,73,65,61,46,42,56,54,3,5,7,2,2,6
St Albans 005C,E01023697,2019,Male,908,12,9,12,21,13,71,59,53,33,45,45,58,61,91,60,56,44,57,41,20,21,4,6,4,2,3,7
St Albans 005D,E01023698,2019,Male,769,8,7,11,4,14,46,47,50,31,20,20,49,48,57,66,68,47,53,47,34,32,0,4,1,0,2,3
St Albans 006A,E01023722,2019,Male,769,8,4,7,8,12,65,56,44,22,36,40,29,60,49,64,59,38,39,38,39,28,7,2,4,5,0,6
St Albans 006B,E01023723,2019,Male,857,15,10,15,16,18,81,62,49,53,33,34,58,53,60,51,65,41,41,49,23,14,5,2,2,2,0,5
St Albans 006C,E01023724,2019,Male,724,4,3,6,9,9,37,34,55,19,18,27,41,54,61,52,61,48,39,43,44,25,3,5,5,3,4,15
St Albans 006D,E01023725,2019,Male,745,6,6,10,13,10,46,70,44,25,10,32,39,58,56,60,65,41,35,43,32,29,2,3,3,3,1,3
St Albans 007A,E01023713,2019,Male,959,9,11,17,6,13,71,72,67,43,75,43,57,92,83,87,54,38,41,39,19,6,2,3,3,3,2,3
St Albans 007B,E01023734,2019,Male,827,13,5,9,12,13,55,67,51,31,44,29,37,72,66,71,62,48,42,34,28,25,7,3,1,1,0,1
St Albans 007C,E01023735,2019,Male,859,10,7,11,8,11,52,71,33,33,43,50,61,56,83,56,69,61,46,34,18,22,2,2,4,3,3,10
St Albans 007D,E01023736,2019,Male,759,9,7,6,8,11,68,49,34,33,38,40,48,39,59,75,59,37,37,33,27,15,3,3,5,4,1,11
St Albans 008A,E01023709,2019,Male,834,7,7,8,11,12,61,73,56,34,37,33,62,66,48,47,63,60,52,33,19,27,2,2,2,1,2,9
St Albans 008B,E01023710,2019,Male,785,4,6,12,7,13,78,73,70,29,17,18,36,72,52,57,52,44,39,41,22,18,6,2,1,7,2,7
St Albans 008C,E01023711,2019,Male,774,4,6,5,4,10,71,77,47,27,21,29,32,53,47,74,52,44,29,54,28,30,5,4,4,2,2,13
St Albans 008D,E01023712,2019,Male,915,5,5,10,9,14,73,94,52,34,63,65,71,73,73,62,66,37,31,28,15,23,2,1,1,0,2,6
St Albans 009A,E01023669,2019,Male,834,25,18,14,20,12,89,67,52,38,31,50,60,76,73,51,41,35,26,17,13,16,2,2,1,1,1,3
St Albans 009B,E01023670,2019,Male,1019,25,17,23,20,22,100,63,41,32,42,60,90,88,94,70,68,58,42,37,10,14,0,1,1,0,0,1
St Albans 009C,E01023671,2019,Male,982,13,19,9,15,16,79,79,77,42,36,52,65,55,75,60,60,67,47,32,36,18,5,5,3,5,2,10
St Albans 009D,E01023672,2019,Male,948,7,7,10,11,10,80,80,66,57,39,54,68,92,67,73,61,47,44,26,25,15,2,2,2,0,0,3
St Albans 010A,E01023673,2019,Male,683,7,4,7,6,7,79,64,51,28,15,23,27,54,55,64,39,42,35,32,24,15,1,1,1,0,0,2
St Albans 010B,E01023714,2019,Male,905,4,8,13,17,16,57,76,76,32,33,32,27,55,89,74,75,52,55,35,28,29,5,5,6,2,1,3
St Albans 010C,E01023715,2019,Male,782,4,7,9,9,8,63,80,82,35,22,21,46,57,81,64,54,35,23,30,21,15,5,1,4,1,2,3
St Albans 010D,E01023716,2019,Male,1018,17,20,26,24,15,83,73,42,19,43,78,118,101,86,70,52,36,42,34,14,14,2,4,2,0,1,2
St Albans 011A,E01023666,2019,Male,1012,17,13,16,18,14,87,47,45,47,81,131,132,89,68,49,39,26,25,10,17,14,2,4,5,2,7,7
St Albans 011B,E01023674,2019,Male,936,16,21,22,11,21,69,58,34,31,69,88,81,104,95,66,60,32,25,10,1,11,0,4,0,3,2,2
St Albans 011C,E01023675,2019,Male,650,3,4,5,6,4,39,53,58,35,9,14,28,41,72,70,52,43,30,37,13,17,2,3,2,4,2,4
St Albans 011D,E01023676,2019,Male,1461,21,33,22,23,31,101,62,60,60,126,177,172,116,129,77,54,64,50,34,19,14,5,0,0,3,3,5
St Albans 012A,E01023726,2019,Male,976,34,21,33,20,19,43,17,7,25,115,140,108,111,66,73,50,38,27,10,9,4,0,1,1,0,2,2
St Albans 012B,E01023727,2019,Male,1208,20,24,21,9,16,53,50,19,63,152,164,126,92,64,103,52,36,50,36,16,29,3,3,2,1,1,3
St Albans 012C,E01023728,2019,Male,1129,18,25,19,24,27,93,62,27,46,80,94,115,99,85,79,58,54,35,29,28,11,1,4,1,0,4,11
St Albans 012D,E01023729,2019,Male,1381,28,12,22,17,17,89,56,45,63,163,233,167,101,76,106,45,48,40,19,9,13,2,2,3,3,1,1
St Albans 013A,E01023664,2019,Male,904,8,10,15,10,11,70,95,59,58,48,48,64,66,76,72,63,29,38,29,18,4,3,1,1,0,0,8
St Albans 013B,E01023665,2019,Male,830,12,15,11,17,16,68,68,52,36,57,62,66,86,65,53,39,31,21,22,18,10,1,1,1,1,0,1
St Albans 013C,E01023667,2019,Male,760,11,7,11,14,10,75,70,33,26,36,63,64,65,60,49,32,36,23,27,23,12,2,2,1,0,0,8
St Albans 013D,E01023668,2019,Male,758,8,6,6,4,11,85,88,67,24,26,21,30,76,71,71,43,43,28,10,8,19,2,2,4,2,0,3
St Albans 014A,E01023742,2019,Male,927,14,11,15,18,19,93,63,59,21,20,13,68,64,59,55,36,54,46,72,47,38,1,10,3,2,6,20
St Albans 014B,E01023743,2019,Male,947,4,10,12,13,9,48,52,59,28,31,67,46,72,65,88,85,47,56,47,41,24,5,5,5,9,5,14
St Albans 014C,E01023744,2019,Male,782,8,8,4,12,10,60,79,52,16,23,13,24,59,68,53,36,44,44,48,53,36,4,4,5,4,2,13
St Albans 014D,E01023745,2019,Male,906,9,10,14,9,11,69,66,43,26,44,54,68,71,95,88,54,48,37,44,15,10,7,0,2,3,0,9
St Albans 015A,E01023677,2019,Male,760,11,11,12,8,12,65,78,63,35,43,38,50,56,62,77,51,38,12,10,9,14,0,3,0,0,0,2
St Albans 015B,E01023678,2019,Male,965,8,13,10,14,13,79,88,40,49,45,57,61,90,81,82,63,47,25,53,19,24,1,0,0,1,0,2
St Albans 015C,E01023679,2019,Male,761,6,7,8,7,7,58,54,56,50,34,29,37,47,65,56,56,49,43,31,28,20,2,2,1,2,1,5
St Albans 015D,E01023680,2019,Male,745,9,7,4,7,13,53,57,69,42,23,28,45,58,63,74,42,35,29,24,33,14,4,3,1,4,2,2
St Albans 016A,E01023681,2019,Male,907,15,9,14,16,13,57,58,73,49,59,75,75,59,68,74,58,35,31,35,16,7,2,0,4,0,1,4
St Albans 016B,E01023682,2019,Male,863,7,6,11,6,8,63,78,42,23,56,71,78,72,77,58,52,26,29,36,24,21,2,1,2,6,2,6
St Albans 016C,E01023683,2019,Male,839,11,18,23,21,15,68,68,54,33,49,46,65,67,64,46,48,44,23,22,14,23,2,2,5,1,0,7
St Albans 016D,E01023684,2019,Male,815,4,10,4,8,12,49,52,34,28,42,55,46,84,54,54,50,42,50,43,36,30,4,5,2,2,1,14
St Albans 017A,E01023737,2019,Male,648,9,8,11,5,4,47,59,37,27,37,56,58,53,60,45,41,10,32,14,11,11,5,1,3,2,1,1
